ID,n_generation,rank_G0,rank_G1,rank_G2,rank_G3,rank_G4,rank_G5,rank_G6
Hyena_2096,6,5,1,2,4,NA,NA,NA
Hyena_2097,7,4,1,1,2,4,NA,NA
Hyena_2098,7,16,4,5,2,4,NA,NA
Hyena_2099,7,16,4,5,2,4,NA,NA
Hyena_2100,7,13,6,3,2,4,NA,NA
Hyena_2101,7,13,6,3,2,4,NA,NA
Hyena_2102,6,9,6,2,4,NA,NA,NA
Hyena_2103,6,9,6,2,4,NA,NA,NA
Hyena_2104,7,23,16,14,5,2,NA,NA
Hyena_2105,7,23,16,14,5,2,NA,NA
Hyena_2106,7,8,1,1,2,4,NA,NA
Hyena_2107,7,8,1,1,2,4,NA,NA
Hyena_2108,7,19,2,5,2,4,NA,NA
Hyena_2109,7,19,2,5,2,4,NA,NA
Hyena_2110,7,3,2,1,2,4,NA,NA
Hyena_2111,7,3,2,1,2,4,NA,NA
Hyena_2112,6,4,1,2,4,NA,NA,NA
Hyena_2113,6,4,1,2,4,NA,NA,NA
Hyena_2114,6,1,1,2,4,NA,NA,NA
Hyena_2115,6,1,1,2,4,NA,NA,NA
Hyena_2116,7,7,1,1,2,4,NA,NA
Hyena_2117,7,7,1,1,2,4,NA,NA
Hyena_2118,7,11,7,5,2,4,NA,NA
Hyena_2131,2,1,NA,NA,NA,NA,NA,NA
Hyena_2132,2,5,NA,NA,NA,NA,NA,NA
Hyena_2133,2,3,NA,NA,NA,NA,NA,NA
Hyena_2134,2,6,NA,NA,NA,NA,NA,NA
Hyena_2135,2,6,NA,NA,NA,NA,NA,NA
Hyena_2136,2,4,NA,NA,NA,NA,NA,NA
Hyena_2137,2,1,NA,NA,NA,NA,NA,NA
Hyena_2138,2,1,NA,NA,NA,NA,NA,NA
Hyena_2139,2,2,NA,NA,NA,NA,NA,NA
Hyena_2140,2,2,NA,NA,NA,NA,NA,NA
Hyena_2141,2,6,NA,NA,NA,NA,NA,NA
Hyena_2142,2,6,NA,NA,NA,NA,NA,NA
Hyena_2143,2,4,NA,NA,NA,NA,NA,NA
Hyena_2144,2,4,NA,NA,NA,NA,NA,NA
Hyena_2145,2,3,NA,NA,NA,NA,NA,NA
Hyena_2146,2,1,NA,NA,NA,NA,NA,NA
Hyena_2147,2,1,NA,NA,NA,NA,NA,NA
Hyena_2148,2,5,NA,NA,NA,NA,NA,NA
Hyena_2149,2,5,NA,NA,NA,NA,NA,NA
Hyena_2150,2,3,NA,NA,NA,NA,NA,NA
Hyena_2151,2,3,NA,NA,NA,NA,NA,NA
Hyena_2152,2,5,NA,NA,NA,NA,NA,NA
Hyena_2153,2,5,NA,NA,NA,NA,NA,NA
Hyena_2154,2,6,NA,NA,NA,NA,NA,NA
Hyena_2155,3,2,1,NA,NA,NA,NA,NA
Hyena_2156,2,4,NA,NA,NA,NA,NA,NA
Hyena_2157,2,1,NA,NA,NA,NA,NA,NA
Hyena_2158,2,6,NA,NA,NA,NA,NA,NA
Hyena_2159,2,6,NA,NA,NA,NA,NA,NA
Hyena_2160,3,2,1,NA,NA,NA,NA,NA
Hyena_2161,3,4,2,NA,NA,NA,NA,NA
Hyena_2162,3,4,2,NA,NA,NA,NA,NA
Hyena_2163,2,6,NA,NA,NA,NA,NA,NA
Hyena_2164,3,3,1,NA,NA,NA,NA,NA
Hyena_2165,3,3,1,NA,NA,NA,NA,NA
Hyena_2166,4,2,2,1,NA,NA,NA,NA
Hyena_2167,4,2,2,1,NA,NA,NA,NA
Hyena_2168,3,9,5,NA,NA,NA,NA,NA
Hyena_2169,3,9,5,NA,NA,NA,NA,NA
Hyena_2170,3,4,1,NA,NA,NA,NA,NA
Hyena_2171,3,4,1,NA,NA,NA,NA,NA
Hyena_2172,3,1,1,NA,NA,NA,NA,NA
Hyena_2173,3,5,2,NA,NA,NA,NA,NA
Hyena_2174,3,6,5,NA,NA,NA,NA,NA
Hyena_2175,3,9,4,NA,NA,NA,NA,NA
Hyena_2176,3,1,1,NA,NA,NA,NA,NA
Hyena_2177,3,1,1,NA,NA,NA,NA,NA
Hyena_2178,4,5,2,1,NA,NA,NA,NA
Hyena_2179,4,2,2,1,NA,NA,NA,NA
Hyena_2180,4,2,2,1,NA,NA,NA,NA
Hyena_2181,3,6,6,NA,NA,NA,NA,NA
Hyena_2182,3,7,5,NA,NA,NA,NA,NA
Hyena_2183,3,4,1,NA,NA,NA,NA,NA
Hyena_2184,3,4,1,NA,NA,NA,NA,NA
Hyena_2185,4,2,2,1,NA,NA,NA,NA
Hyena_2186,5,3,2,2,1,NA,NA,NA
Hyena_2187,5,3,2,2,1,NA,NA,NA
Hyena_2188,3,8,2,NA,NA,NA,NA,NA
Hyena_2189,3,6,6,NA,NA,NA,NA,NA
Hyena_2190,4,5,2,1,NA,NA,NA,NA
Hyena_2191,4,5,2,1,NA,NA,NA,NA
Hyena_2192,3,1,1,NA,NA,NA,NA,NA
Hyena_2193,3,1,1,NA,NA,NA,NA,NA
Hyena_2194,4,4,2,1,NA,NA,NA,NA
Hyena_2195,4,4,2,1,NA,NA,NA,NA
Hyena_2196,4,2,1,1,NA,NA,NA,NA
Hyena_2197,4,2,1,1,NA,NA,NA,NA
Hyena_2198,3,10,5,NA,NA,NA,NA,NA
Hyena_2199,3,10,5,NA,NA,NA,NA,NA
Hyena_2200,4,3,1,1,NA,NA,NA,NA
Hyena_2201,4,3,1,1,NA,NA,NA,NA
Hyena_2202,4,13,9,5,NA,NA,NA,NA
Hyena_2203,5,6,2,2,1,NA,NA,NA
Hyena_2204,5,6,2,2,1,NA,NA,NA
Hyena_2205,3,11,2,NA,NA,NA,NA,NA
Hyena_2206,4,8,2,1,NA,NA,NA,NA
Hyena_2207,4,8,2,1,NA,NA,NA,NA
Hyena_2208,3,1,1,NA,NA,NA,NA,NA
Hyena_2209,3,1,1,NA,NA,NA,NA,NA
Hyena_2210,3,1,1,NA,NA,NA,NA,NA
Hyena_2211,4,14,5,2,NA,NA,NA,NA
Hyena_2212,4,14,5,2,NA,NA,NA,NA
Hyena_2213,5,5,2,2,1,NA,NA,NA
Hyena_2214,3,12,6,NA,NA,NA,NA,NA
Hyena_2215,4,4,2,1,NA,NA,NA,NA
Hyena_2216,4,4,2,1,NA,NA,NA,NA
Hyena_2217,3,7,1,NA,NA,NA,NA,NA
Hyena_2218,3,10,5,NA,NA,NA,NA,NA
Hyena_2219,3,10,5,NA,NA,NA,NA,NA
Hyena_2220,4,3,1,1,NA,NA,NA,NA
Hyena_2221,4,1,1,1,NA,NA,NA,NA
Hyena_2222,4,1,1,1,NA,NA,NA,NA
Hyena_2223,5,7,2,2,1,NA,NA,NA
Hyena_2224,3,2,1,NA,NA,NA,NA,NA
Hyena_2225,4,3,1,1,NA,NA,NA,NA
Hyena_2226,3,2,1,NA,NA,NA,NA,NA
Hyena_2227,4,9,4,1,NA,NA,NA,NA
Hyena_2228,4,12,2,1,NA,NA,NA,NA
Hyena_2229,4,12,2,1,NA,NA,NA,NA
Hyena_2230,5,8,2,2,1,NA,NA,NA
Hyena_2231,4,4,1,1,NA,NA,NA,NA
Hyena_2232,4,7,2,1,NA,NA,NA,NA
Hyena_2233,4,7,2,1,NA,NA,NA,NA
Hyena_2234,4,20,5,2,NA,NA,NA,NA
Hyena_2235,4,20,5,2,NA,NA,NA,NA
Hyena_2236,4,1,1,1,NA,NA,NA,NA
Hyena_2237,4,1,1,1,NA,NA,NA,NA
Hyena_2238,4,17,9,5,NA,NA,NA,NA
Hyena_2239,3,14,5,NA,NA,NA,NA,NA
Hyena_2240,3,14,5,NA,NA,NA,NA,NA
Hyena_2241,5,5,3,1,1,NA,NA,NA
Hyena_2242,3,16,6,NA,NA,NA,NA,NA
Hyena_2243,3,18,2,NA,NA,NA,NA,NA
Hyena_2244,3,18,2,NA,NA,NA,NA,NA
Hyena_2245,3,1,1,NA,NA,NA,NA,NA
Hyena_2246,3,1,1,NA,NA,NA,NA,NA
Hyena_2247,3,1,1,NA,NA,NA,NA,NA
Hyena_2248,5,9,2,2,1,NA,NA,NA
Hyena_2249,4,2,1,1,NA,NA,NA,NA
Hyena_2250,4,2,1,1,NA,NA,NA,NA
Hyena_2251,5,4,3,1,1,NA,NA,NA
Hyena_2252,5,5,3,1,1,NA,NA,NA
Hyena_2253,3,19,2,NA,NA,NA,NA,NA
Hyena_2254,5,10,2,2,1,NA,NA,NA
Hyena_2255,4,4,1,1,NA,NA,NA,NA
Hyena_2256,4,4,1,1,NA,NA,NA,NA
Hyena_2257,4,15,4,1,NA,NA,NA,NA
Hyena_2258,6,13,6,2,2,1,NA,NA
Hyena_2259,5,1,1,1,1,NA,NA,NA
Hyena_2260,5,1,1,1,1,NA,NA,NA
Hyena_2261,4,3,2,1,NA,NA,NA,NA
Hyena_2262,4,3,2,1,NA,NA,NA,NA
Hyena_2263,3,19,2,NA,NA,NA,NA,NA
Hyena_2264,3,19,6,NA,NA,NA,NA,NA
Hyena_2265,3,19,6,NA,NA,NA,NA,NA
Hyena_2266,3,16,5,NA,NA,NA,NA,NA
Hyena_2267,3,16,5,NA,NA,NA,NA,NA
Hyena_2268,5,13,2,2,1,NA,NA,NA
Hyena_2269,5,13,2,2,1,NA,NA,NA
Hyena_2270,5,9,3,1,1,NA,NA,NA
Hyena_2271,5,9,3,1,1,NA,NA,NA
Hyena_2272,4,7,1,1,NA,NA,NA,NA
Hyena_2273,4,7,1,1,NA,NA,NA,NA
Hyena_2274,5,2,1,1,1,NA,NA,NA
Hyena_2275,5,2,1,1,1,NA,NA,NA
Hyena_2276,5,12,4,2,1,NA,NA,NA
Hyena_2277,4,5,1,1,NA,NA,NA,NA
Hyena_2278,4,5,1,1,NA,NA,NA,NA
Hyena_2279,3,3,1,NA,NA,NA,NA,NA
Hyena_2280,4,10,2,1,NA,NA,NA,NA
Hyena_2281,4,10,2,1,NA,NA,NA,NA
Hyena_2282,4,4,2,1,NA,NA,NA,NA
Hyena_2283,4,14,14,5,NA,NA,NA,NA
Hyena_2284,5,8,3,1,1,NA,NA,NA
Hyena_2285,5,8,3,1,1,NA,NA,NA
Hyena_2286,5,2,1,1,1,NA,NA,NA
Hyena_2287,5,2,1,1,1,NA,NA,NA
Hyena_2288,4,16,11,2,NA,NA,NA,NA
Hyena_2289,5,12,7,2,1,NA,NA,NA
Hyena_2290,5,17,13,9,5,NA,NA,NA
Hyena_2291,5,17,13,9,5,NA,NA,NA
Hyena_2292,4,8,1,1,NA,NA,NA,NA
Hyena_2293,4,8,1,1,NA,NA,NA,NA
Hyena_2294,6,3,1,1,1,1,NA,NA
Hyena_2295,5,6,2,1,1,NA,NA,NA
Hyena_2296,5,11,4,2,1,NA,NA,NA
Hyena_2297,5,11,4,2,1,NA,NA,NA
Hyena_2298,5,2,1,1,1,NA,NA,NA
Hyena_2299,5,2,1,1,1,NA,NA,NA
Hyena_2300,3,15,5,NA,NA,NA,NA,NA
Hyena_2301,3,15,5,NA,NA,NA,NA,NA
Hyena_2302,5,12,3,1,1,NA,NA,NA
Hyena_2303,5,12,3,1,1,NA,NA,NA
Hyena_2304,6,3,1,1,1,1,NA,NA
Hyena_2305,4,18,14,5,NA,NA,NA,NA
Hyena_2306,5,12,3,1,1,NA,NA,NA
Hyena_2307,5,12,3,1,1,NA,NA,NA
Hyena_2308,6,2,2,1,1,1,NA,NA
Hyena_2309,5,1,1,1,1,NA,NA,NA
Hyena_2310,5,5,3,2,1,NA,NA,NA
Hyena_2311,5,5,3,2,1,NA,NA,NA
Hyena_2312,4,10,1,1,NA,NA,NA,NA
Hyena_2313,5,15,7,2,1,NA,NA,NA
Hyena_2314,4,6,1,1,NA,NA,NA,NA
Hyena_2315,4,6,1,1,NA,NA,NA,NA
Hyena_2316,5,9,2,1,1,NA,NA,NA
Hyena_2317,5,9,2,1,1,NA,NA,NA
Hyena_2318,4,17,14,5,NA,NA,NA,NA
Hyena_2319,4,17,14,5,NA,NA,NA,NA
Hyena_2320,5,1,1,1,1,NA,NA,NA
Hyena_2321,5,3,3,2,1,NA,NA,NA
Hyena_2322,5,12,4,2,1,NA,NA,NA
Hyena_2323,5,8,5,1,1,NA,NA,NA
Hyena_2324,4,1,1,1,NA,NA,NA,NA
Hyena_2325,5,4,2,1,1,NA,NA,NA
Hyena_2326,5,5,1,1,1,NA,NA,NA
Hyena_2327,5,12,7,2,1,NA,NA,NA
Hyena_2328,5,12,7,2,1,NA,NA,NA
Hyena_2329,4,1,1,1,NA,NA,NA,NA
Hyena_2330,4,1,1,1,NA,NA,NA,NA
Hyena_2331,5,3,5,1,1,NA,NA,NA
Hyena_2332,6,11,13,2,2,1,NA,NA
Hyena_2333,6,7,8,3,1,1,NA,NA
Hyena_2334,5,5,4,2,1,NA,NA,NA
Hyena_2335,6,7,8,3,1,1,NA,NA
Hyena_2336,4,1,1,1,NA,NA,NA,NA
Hyena_2337,5,9,8,1,1,NA,NA,NA
Hyena_2338,5,9,8,1,1,NA,NA,NA
Hyena_2339,6,8,5,3,2,1,NA,NA
Hyena_2340,4,15,14,5,NA,NA,NA,NA
Hyena_2341,4,15,11,2,NA,NA,NA,NA
Hyena_2342,5,3,1,1,1,NA,NA,NA
Hyena_2343,6,8,5,3,2,1,NA,NA
Hyena_2344,6,6,4,2,1,1,NA,NA
Hyena_2345,5,3,1,1,1,NA,NA,NA
Hyena_2346,6,5,4,2,1,1,NA,NA
Hyena_2347,6,5,4,2,1,1,NA,NA
Hyena_2348,6,8,8,3,1,1,NA,NA
Hyena_2349,6,8,8,3,1,1,NA,NA
Hyena_2350,5,2,1,1,1,NA,NA,NA
Hyena_2351,4,1,1,1,NA,NA,NA,NA
Hyena_2358,2,1,NA,NA,NA,NA,NA,NA
Hyena_2359,3,1,NA,NA,NA,NA,NA,NA
Hyena_2360,3,1,NA,NA,NA,NA,NA,NA
Hyena_2361,3,2,NA,NA,NA,NA,NA,NA
Hyena_2362,3,3,NA,NA,NA,NA,NA,NA
Hyena_2363,3,3,NA,NA,NA,NA,NA,NA
Hyena_2365,3,2,NA,NA,NA,NA,NA,NA
Hyena_2366,3,2,NA,NA,NA,NA,NA,NA
Hyena_2367,3,4,NA,NA,NA,NA,NA,NA
Hyena_2368,3,6,NA,NA,NA,NA,NA,NA
Hyena_2369,3,6,NA,NA,NA,NA,NA,NA
Hyena_2370,3,2,NA,NA,NA,NA,NA,NA
Hyena_2371,3,2,NA,NA,NA,NA,NA,NA
Hyena_2372,4,1,1,NA,NA,NA,NA,NA
Hyena_2373,3,5,1,NA,NA,NA,NA,NA
Hyena_2374,3,5,1,NA,NA,NA,NA,NA
Hyena_2375,4,3,1,NA,NA,NA,NA,NA
Hyena_2376,3,3,NA,NA,NA,NA,NA,NA
Hyena_2377,3,3,NA,NA,NA,NA,NA,NA
Hyena_2378,4,2,1,NA,NA,NA,NA,NA
Hyena_2379,3,1,NA,NA,NA,NA,NA,NA
Hyena_2380,3,1,NA,NA,NA,NA,NA,NA
Hyena_2381,3,5,NA,NA,NA,NA,NA,NA
Hyena_2382,3,4,NA,NA,NA,NA,NA,NA
Hyena_2383,3,4,NA,NA,NA,NA,NA,NA
Hyena_2384,3,1,NA,NA,NA,NA,NA,NA
Hyena_2385,3,1,NA,NA,NA,NA,NA,NA
Hyena_2386,4,5,3,NA,NA,NA,NA,NA
Hyena_2387,4,5,3,NA,NA,NA,NA,NA
Hyena_2388,4,2,1,NA,NA,NA,NA,NA
Hyena_2389,4,2,1,NA,NA,NA,NA,NA
Hyena_2390,3,3,NA,NA,NA,NA,NA,NA
Hyena_2391,3,3,NA,NA,NA,NA,NA,NA
Hyena_2392,3,1,NA,NA,NA,NA,NA,NA
Hyena_2393,3,1,NA,NA,NA,NA,NA,NA
Hyena_2394,4,5,3,NA,NA,NA,NA,NA
Hyena_2395,4,4,5,NA,NA,NA,NA,NA
Hyena_2396,4,1,1,NA,NA,NA,NA,NA
Hyena_2397,4,1,1,NA,NA,NA,NA,NA
Hyena_2398,3,6,1,NA,NA,NA,NA,NA
Hyena_2399,4,1,5,NA,NA,NA,NA,NA
Hyena_2400,4,1,5,NA,NA,NA,NA,NA
Hyena_2401,3,6,NA,NA,NA,NA,NA,NA
Hyena_2402,3,6,NA,NA,NA,NA,NA,NA
Hyena_2403,4,2,3,NA,NA,NA,NA,NA
Hyena_2404,4,1,5,NA,NA,NA,NA,NA
Hyena_2405,4,1,5,NA,NA,NA,NA,NA
Hyena_2406,3,7,NA,NA,NA,NA,NA,NA
Hyena_2407,3,4,1,NA,NA,NA,NA,NA
Hyena_2408,3,4,1,NA,NA,NA,NA,NA
Hyena_2409,4,2,3,NA,NA,NA,NA,NA
Hyena_2410,4,2,3,NA,NA,NA,NA,NA
Hyena_2411,3,9,NA,NA,NA,NA,NA,NA
Hyena_2412,3,9,NA,NA,NA,NA,NA,NA
Hyena_2413,4,1,5,NA,NA,NA,NA,NA
Hyena_2414,4,1,5,NA,NA,NA,NA,NA
Hyena_2415,4,6,1,NA,NA,NA,NA,NA
Hyena_2416,4,6,1,NA,NA,NA,NA,NA
Hyena_2417,4,2,3,NA,NA,NA,NA,NA
Hyena_2418,4,2,3,NA,NA,NA,NA,NA
Hyena_2419,3,7,NA,NA,NA,NA,NA,NA
Hyena_2420,3,7,NA,NA,NA,NA,NA,NA
Hyena_2421,4,8,1,NA,NA,NA,NA,NA
Hyena_2422,3,4,1,NA,NA,NA,NA,NA
Hyena_2423,5,3,2,3,NA,NA,NA,NA
Hyena_2424,4,1,5,NA,NA,NA,NA,NA
Hyena_2425,4,1,5,NA,NA,NA,NA,NA
Hyena_2426,5,9,1,1,NA,NA,NA,NA
Hyena_2427,4,4,3,NA,NA,NA,NA,NA
Hyena_2428,4,1,5,NA,NA,NA,NA,NA
Hyena_2429,4,1,5,NA,NA,NA,NA,NA
Hyena_2430,5,4,1,5,NA,NA,NA,NA
Hyena_2431,5,3,1,5,NA,NA,NA,NA
Hyena_2432,5,3,1,5,NA,NA,NA,NA
Hyena_2433,5,6,2,3,NA,NA,NA,NA
Hyena_2434,5,6,2,3,NA,NA,NA,NA
Hyena_2435,4,12,1,NA,NA,NA,NA,NA
Hyena_2436,4,9,1,NA,NA,NA,NA,NA
Hyena_2437,4,5,3,NA,NA,NA,NA,NA
Hyena_2438,4,5,3,NA,NA,NA,NA,NA
Hyena_2439,4,13,6,NA,NA,NA,NA,NA
Hyena_2440,4,13,6,NA,NA,NA,NA,NA
Hyena_2441,4,1,5,NA,NA,NA,NA,NA
Hyena_2442,4,1,5,NA,NA,NA,NA,NA
Hyena_2443,5,2,1,5,NA,NA,NA,NA
Hyena_2444,5,2,1,5,NA,NA,NA,NA
Hyena_2445,4,8,4,1,NA,NA,NA,NA
Hyena_2446,3,7,1,NA,NA,NA,NA,NA
Hyena_2447,3,7,1,NA,NA,NA,NA,NA
Hyena_2448,4,7,4,1,NA,NA,NA,NA
Hyena_2449,4,7,4,1,NA,NA,NA,NA
Hyena_2450,4,1,5,NA,NA,NA,NA,NA
Hyena_2451,4,1,5,NA,NA,NA,NA,NA
Hyena_2452,5,6,2,3,NA,NA,NA,NA
Hyena_2453,5,6,2,3,NA,NA,NA,NA
Hyena_2454,5,6,2,3,NA,NA,NA,NA
Hyena_2455,5,10,1,1,NA,NA,NA,NA
Hyena_2456,5,2,1,5,NA,NA,NA,NA
Hyena_2457,5,2,1,5,NA,NA,NA,NA
Hyena_2458,4,6,3,NA,NA,NA,NA,NA
Hyena_2459,4,6,3,NA,NA,NA,NA,NA
Hyena_2460,5,5,1,5,NA,NA,NA,NA
Hyena_2461,5,5,1,5,NA,NA,NA,NA
Hyena_2462,5,4,1,5,NA,NA,NA,NA
Hyena_2463,4,13,1,NA,NA,NA,NA,NA
Hyena_2464,4,15,6,NA,NA,NA,NA,NA
Hyena_2465,4,15,6,NA,NA,NA,NA,NA
Hyena_2466,5,3,1,5,NA,NA,NA,NA
Hyena_2467,5,3,1,5,NA,NA,NA,NA
Hyena_2468,5,15,8,1,NA,NA,NA,NA
Hyena_2469,4,1,5,NA,NA,NA,NA,NA
Hyena_2470,4,1,5,NA,NA,NA,NA,NA
Hyena_2471,4,10,1,NA,NA,NA,NA,NA
Hyena_2472,5,4,1,5,NA,NA,NA,NA
Hyena_2473,5,6,1,5,NA,NA,NA,NA
Hyena_2474,5,6,1,5,NA,NA,NA,NA
Hyena_2475,5,14,2,3,NA,NA,NA,NA
Hyena_2476,5,2,1,5,NA,NA,NA,NA
Hyena_2477,5,3,1,5,NA,NA,NA,NA
Hyena_2478,5,3,1,5,NA,NA,NA,NA
Hyena_2479,5,18,6,1,NA,NA,NA,NA
Hyena_2480,5,18,6,1,NA,NA,NA,NA
Hyena_2481,5,8,1,5,NA,NA,NA,NA
Hyena_2482,4,16,4,1,NA,NA,NA,NA
Hyena_2483,4,16,4,1,NA,NA,NA,NA
Hyena_2484,4,1,5,NA,NA,NA,NA,NA
Hyena_2485,4,1,5,NA,NA,NA,NA,NA
Hyena_2486,5,5,1,5,NA,NA,NA,NA
Hyena_2487,5,9,1,5,NA,NA,NA,NA
Hyena_2488,5,2,1,5,NA,NA,NA,NA
Hyena_2489,5,6,1,5,NA,NA,NA,NA
Hyena_2490,5,13,2,3,NA,NA,NA,NA
Hyena_2491,5,4,1,5,NA,NA,NA,NA
Hyena_2492,4,25,6,NA,NA,NA,NA,NA
Hyena_2493,4,22,1,NA,NA,NA,NA,NA
Hyena_2494,4,22,1,NA,NA,NA,NA,NA
Hyena_2495,5,15,5,3,NA,NA,NA,NA
Hyena_2496,6,21,9,1,1,NA,NA,NA
Hyena_2497,6,21,9,1,1,NA,NA,NA
Hyena_2498,5,4,1,5,NA,NA,NA,NA
Hyena_2499,5,4,1,5,NA,NA,NA,NA
Hyena_2500,6,11,3,1,5,NA,NA,NA
Hyena_2501,5,6,1,5,NA,NA,NA,NA
Hyena_2502,5,22,6,1,NA,NA,NA,NA
Hyena_2503,5,26,8,1,NA,NA,NA,NA
Hyena_2504,5,26,8,1,NA,NA,NA,NA
Hyena_2505,5,7,1,5,NA,NA,NA,NA
Hyena_2506,5,16,5,3,NA,NA,NA,NA
Hyena_2507,5,16,5,3,NA,NA,NA,NA
Hyena_2508,5,1,1,5,NA,NA,NA,NA
Hyena_2509,5,1,1,5,NA,NA,NA,NA
Hyena_2510,5,3,1,5,NA,NA,NA,NA
Hyena_2511,5,3,1,5,NA,NA,NA,NA
Hyena_2512,5,5,1,5,NA,NA,NA,NA
Hyena_2513,5,5,1,5,NA,NA,NA,NA
Hyena_2514,5,12,1,5,NA,NA,NA,NA
Hyena_2515,5,12,1,5,NA,NA,NA,NA
Hyena_2516,6,10,4,1,5,NA,NA,NA
Hyena_2517,6,8,2,1,5,NA,NA,NA
Hyena_2518,5,2,1,5,NA,NA,NA,NA
Hyena_2519,5,2,1,5,NA,NA,NA,NA
Hyena_2520,4,20,4,1,NA,NA,NA,NA
Hyena_2521,4,20,4,1,NA,NA,NA,NA
Hyena_2522,5,28,12,1,NA,NA,NA,NA
Hyena_2523,5,28,12,1,NA,NA,NA,NA
Hyena_2524,5,20,2,3,NA,NA,NA,NA
Hyena_2525,5,1,1,5,NA,NA,NA,NA
Hyena_2526,6,9,2,1,5,NA,NA,NA
Hyena_2527,5,5,1,5,NA,NA,NA,NA
Hyena_2528,6,28,9,1,1,NA,NA,NA
Hyena_2529,5,11,1,5,NA,NA,NA,NA
Hyena_2530,5,11,1,5,NA,NA,NA,NA
Hyena_2531,4,32,6,NA,NA,NA,NA,NA
Hyena_2532,6,23,6,2,3,NA,NA,NA
Hyena_2533,4,28,1,NA,NA,NA,NA,NA
Hyena_2534,6,4,2,1,5,NA,NA,NA
Hyena_2535,6,17,5,1,5,NA,NA,NA
Hyena_2536,5,26,6,1,NA,NA,NA,NA
Hyena_2537,5,3,1,5,NA,NA,NA,NA
Hyena_2538,5,3,1,5,NA,NA,NA,NA
Hyena_2539,5,12,1,5,NA,NA,NA,NA
Hyena_2540,6,15,3,1,5,NA,NA,NA
Hyena_2541,6,26,9,1,1,NA,NA,NA
Hyena_2542,6,14,2,1,5,NA,NA,NA
Hyena_2543,6,14,2,1,5,NA,NA,NA
Hyena_2544,5,24,7,4,1,NA,NA,NA
Hyena_2545,6,6,3,1,5,NA,NA,NA
Hyena_2546,5,9,1,5,NA,NA,NA,NA
Hyena_2547,5,9,1,5,NA,NA,NA,NA
Hyena_2548,6,13,2,1,5,NA,NA,NA
Hyena_2549,6,13,2,1,5,NA,NA,NA
Hyena_2550,5,7,1,5,NA,NA,NA,NA
Hyena_2551,5,20,5,3,NA,NA,NA,NA
Hyena_2552,5,20,5,3,NA,NA,NA,NA
Hyena_2553,5,9,1,5,NA,NA,NA,NA
Hyena_2554,5,19,6,3,NA,NA,NA,NA
Hyena_2555,5,19,6,3,NA,NA,NA,NA
Hyena_2556,5,32,8,1,NA,NA,NA,NA
Hyena_2557,5,32,8,1,NA,NA,NA,NA
Hyena_2558,5,12,1,5,NA,NA,NA,NA
Hyena_2559,5,12,1,5,NA,NA,NA,NA
Hyena_2560,5,4,1,5,NA,NA,NA,NA
Hyena_2561,5,4,1,5,NA,NA,NA,NA
Hyena_2562,6,8,4,1,5,NA,NA,NA
Hyena_2563,6,8,4,1,5,NA,NA,NA
Hyena_2564,6,7,3,1,5,NA,NA,NA
Hyena_2565,6,7,3,1,5,NA,NA,NA
Hyena_2566,5,10,1,5,NA,NA,NA,NA
Hyena_2567,5,10,1,5,NA,NA,NA,NA
Hyena_2568,6,3,3,1,5,NA,NA,NA
Hyena_2569,5,1,1,5,NA,NA,NA,NA
Hyena_2570,6,2,3,1,5,NA,NA,NA
Hyena_2571,6,2,3,1,5,NA,NA,NA
Hyena_2572,6,18,2,1,5,NA,NA,NA
Hyena_2573,6,18,2,1,5,NA,NA,NA
Hyena_2574,6,21,5,1,5,NA,NA,NA
Hyena_2575,5,1,1,5,NA,NA,NA,NA
Hyena_2576,5,15,1,5,NA,NA,NA,NA
Hyena_2577,5,38,8,1,NA,NA,NA,NA
Hyena_2578,5,37,12,1,NA,NA,NA,NA
Hyena_2579,5,38,8,1,NA,NA,NA,NA
Hyena_2580,4,35,1,NA,NA,NA,NA,NA
Hyena_2581,5,25,2,3,NA,NA,NA,NA
Hyena_2582,6,4,2,1,5,NA,NA,NA
Hyena_2583,6,4,2,1,5,NA,NA,NA
Hyena_2584,5,23,6,3,NA,NA,NA,NA
Hyena_2585,5,24,5,3,NA,NA,NA,NA
Hyena_2586,5,24,5,3,NA,NA,NA,NA
Hyena_2587,5,11,1,5,NA,NA,NA,NA
Hyena_2588,5,14,1,5,NA,NA,NA,NA
Hyena_2589,6,17,2,1,5,NA,NA,NA
Hyena_2590,6,17,2,1,5,NA,NA,NA
Hyena_2591,6,19,3,1,5,NA,NA,NA
Hyena_2592,6,19,3,1,5,NA,NA,NA
Hyena_2593,4,39,6,NA,NA,NA,NA,NA
Hyena_2594,5,8,1,5,NA,NA,NA,NA
Hyena_2595,5,5,1,5,NA,NA,NA,NA
Hyena_2596,5,5,1,5,NA,NA,NA,NA
Hyena_2597,5,33,6,1,NA,NA,NA,NA
Hyena_2598,5,31,16,4,1,NA,NA,NA
Hyena_2599,6,2,3,1,5,NA,NA,NA
Hyena_2600,5,15,1,5,NA,NA,NA,NA
Hyena_2601,5,1,1,5,NA,NA,NA,NA
Hyena_2602,5,34,7,4,1,NA,NA,NA
Hyena_2603,6,22,3,1,5,NA,NA,NA
Hyena_2604,6,22,3,1,5,NA,NA,NA
Hyena_2605,5,11,1,5,NA,NA,NA,NA
Hyena_2606,6,6,4,1,5,NA,NA,NA
Hyena_2607,5,27,6,3,NA,NA,NA,NA
Hyena_2608,5,27,6,3,NA,NA,NA,NA
Hyena_2609,5,35,6,1,NA,NA,NA,NA
